number	book	chapter	verse	trchapter	trverse	trtext
16003	27	56	2	56	1	Be merciful to me, O God, for men are hounding me; all day they press their attack.
16004	27	56	3	56	2	My enemies pursue me all day long, for many proudly assail me.
16005	27	56	4	56	3	When I am afraid, I put my trust in You.
16006	27	56	5	56	4	In God, whose word I praise—in God I trust. I will not be afraid. What can man do to me?
16007	27	56	6	56	5	All day long they twist my words; all their thoughts are on my demise.
16008	27	56	7	56	6	They conspire, they lurk, they watch my steps while they wait to take my life.
16009	27	56	8	56	7	In spite of such sin, will they escape? In Your anger, O God, cast down the nations.
16010	27	56	9	56	8	You have taken account of my wanderings. Put my tears in Your bottle—are they not in Your book?
16011	27	56	10	56	9	Then my enemies will retreat on the day I cry for help. By this I will know that God is on my side.
16012	27	56	11	56	10	In God, whose word I praise, in the LORD, whose word I praise,
16013	27	56	12	56	11	in God I trust; I will not be afraid. What can man do to me?
16014	27	56	13	56	12	Your vows are upon me, O God; I will render thank offerings to You.
16015	27	56	14	56	13	For You have delivered my soul from death, and my feet from stumbling, that I may walk before God in the light of life.
16016	27	57	1	57	0	For the choirmaster. To the tune of “Do Not Destroy.” A Miktam of David, when he fled from Saul into the cave. 
16017	27	57	2	57	1	Have mercy on me, O God, have mercy, for in You my soul takes refuge. In the shadow of Your wings I will take shelter until the danger has passed.
16018	27	57	3	57	2	I cry out to God Most High, to God who fulfills His purpose for me.
16019	27	57	4	57	3	He reaches down from heaven and saves me; He rebukes those who trample me. Selah God sends forth His loving devotion and His truth.
16020	27	57	5	57	4	My soul is among the lions; I lie down with ravenous beasts—with men whose teeth are spears and arrows, whose tongues are sharp swords.
16021	27	57	6	57	5	Be exalted, O God, above the heavens; may Your glory cover all the earth.
16022	27	57	7	57	6	They spread a net for my feet; my soul was despondent. They dug a pit before me, but they themselves have fallen into it! Selah
16023	27	57	8	57	7	My heart is steadfast, O God, my heart is steadfast. I will sing and make music.
16024	27	57	9	57	8	Awake, O glory! Awake, O harp and lyre! I will awaken the dawn.
16025	27	57	10	57	9	I will praise You, O Lord, among the nations; I will sing Your praises among the peoples.
16026	27	57	11	57	10	For Your loving devotion reaches to the heavens, Your faithfulness to the clouds.
16027	27	57	12	57	11	Be exalted, O God, above the heavens; may Your glory cover all the earth.
16028	27	58	1	58	0	For the choirmaster. To the tune of “Do Not Destroy.” A Miktam of David. 
16029	27	58	2	58	1	Do you indeed speak justly, O rulers? Do you judge uprightly, O sons of men?
16030	27	58	3	58	2	No, in your hearts you devise injustice; with your hands you mete out violence on the earth.
16031	27	58	4	58	3	The wicked are estranged from the womb; the liars go astray from birth.
16032	27	58	5	58	4	Their venom is like the venom of a snake, like a cobra that shuts its ears,
16033	27	58	6	58	5	refusing to hear the tune of the charmer who skillfully weaves his spell.
16034	27	58	7	58	6	O God, shatter their teeth in their mouths; O LORD, tear out the fangs of the lions.
16035	27	58	8	58	7	May they vanish like water that runs off; when they draw the bow, may their arrows be blunted.
16036	27	58	9	58	8	Like a slug that dissolves in its slime, like a woman’s stillborn child, may they never see the sun.
16037	27	58	10	58	9	Before your pots can feel the burning thorns—whether green or dry—He will sweep them away.
16038	27	58	11	58	10	The righteous will rejoice when they see they are avenged; they will wash their feet in the blood of the wicked.
16039	27	58	12	58	11	Then men will say, “There is surely a reward for the righteous! There is surely a God who judges the earth!”
16040	27	59	1	59	0	For the choirmaster. To the tune of “Do Not Destroy.” A Miktam of David, when Saul sent men to watch David’s house in order to kill him. 
16041	27	59	2	59	1	Deliver me from my enemies, O my God; protect me from those who rise against me.
16042	27	59	3	59	2	Deliver me from workers of iniquity, and save me from men of bloodshed.
16043	27	59	4	59	3	See how they lie in wait for me. Fierce men conspire against me for no transgression or sin of my own, O LORD.
16044	27	59	5	59	4	For no fault of my own, they move swiftly to attack me. Arise to help me, and take notice.
16045	27	59	6	59	5	O LORD God of Hosts, the God of Israel, rouse Yourself to punish all the nations; show no mercy to the wicked traitors. Selah
16046	27	59	7	59	6	They return in the evening, snarling like dogs and prowling around the city.
16047	27	59	8	59	7	See what they spew from their mouths—sharp words from their lips: “For who can hear us?”
16048	27	59	9	59	8	But You, O LORD, laugh at them; You scoff at all the nations.
16049	27	59	10	59	9	I will keep watch for You, O my strength; for You, O God, are my fortress.
16050	27	59	11	59	10	My God of loving devotion will come to meet me; God will let me stare down my foes.
16051	27	59	12	59	11	Do not kill them, or my people will forget. Scatter them by Your power, and bring them down, O Lord, our shield.
16052	27	59	13	59	12	By the sins of their mouths and the words of their lips, let them be trapped in their pride, in the curses and lies they utter.
16053	27	59	14	59	13	Consume them in wrath; consume them till they are no more, so it may be known to the ends of the earth that God rules over Jacob. Selah
16054	27	59	15	59	14	They return in the evening, snarling like dogs and prowling around the city.
16055	27	59	16	59	15	They scavenge for food, and growl if they are not satisfied.
16056	27	59	17	59	16	But I will sing of Your strength and proclaim Your loving devotion in the morning. For You are my fortress, my refuge in times of trouble.
16057	27	59	18	59	17	To You, O my strength, I sing praises, for You, O God, are my fortress, my God of loving devotion.
16058	27	60	1	60	0	For the choirmaster. To the tune of “The Lily of the Covenant.” A Miktam of David for instruction.
16059	27	60	2	60	0,5	When he fought Aram-naharaim and Aram-zobah, and Joab returned and struck down 12,000 Edomites in the Valley of Salt.
16060	27	60	3	60	1	You have rejected us, O God; You have broken us; You have been angry; restore us!
16061	27	60	4	60	2	You have shaken the land and torn it open. Heal its fractures, for it is quaking.
16062	27	60	5	60	3	You have shown Your people hardship; we are staggered from the wine You made us drink.
16063	27	60	6	60	4	You have raised a banner for those who fear You, that they may flee the bow. Selah
16064	27	60	7	60	5	Respond and save us with Your right hand, that those You love may be delivered.
16065	27	60	8	60	6	God has spoken from His sanctuary: “I will triumph! I will parcel out Shechem and apportion the Valley of Succoth.
16066	27	60	9	60	7	Gilead is Mine and Manasseh is Mine; Ephraim is My helmet and Judah is My scepter.
16067	27	60	10	60	8	Moab is My washbasin; upon Edom I toss My sandal; over Philistia I shout in triumph.”
16068	27	60	11	60	9	Who will bring me to the fortified city? Who will lead me to Edom?
16069	27	60	12	60	10	Have You not rejected us, O God? Will You not march out with our armies?
16070	27	60	13	60	11	Give us aid against the enemy, for the help of man is worthless.
16071	27	60	14	60	12	With God we will perform with valor; He will trample our enemies.
16072	27	61	1	61	0	For the choirmaster. With stringed instruments. Of David.
16073	27	61	2	61	1	Hear my cry, O God; attend to my prayer.
16074	27	61	3	61	2	From the ends of the earth I call out to You whenever my heart is faint. Lead me to the rock that is higher than I.
16075	27	61	4	61	3	For You have been my refuge, a tower of strength against the enemy.
16076	27	61	5	61	4	Let me dwell in Your tent forever and take refuge in the shelter of Your wings. Selah
16077	27	61	6	61	5	For You have heard my vows, O God; You have given me the inheritance reserved for those who fear Your name.
16078	27	61	7	61	6	Increase the days of the king’s life; may his years span many generations.
16079	27	61	8	61	7	May he sit enthroned in God’s presence forever; appoint Your loving devotion and Your faithfulness to guard him.
16080	27	61	9	61	8	Then I will ever sing praise to Your name and fulfill my vows day by day.
16081	27	62	1	62	0	For the choirmaster. According to Jeduthun. A Psalm of David.
16082	27	62	2	62	1	In God alone my soul finds rest; my salvation comes from Him.
16083	27	62	3	62	2	He alone is my rock and my salvation. He is my fortress; I will never be shaken.
16084	27	62	4	62	3	How long will you threaten a man? Will all of you throw him down like a leaning wall or a tottering fence?
16085	27	62	5	62	4	They fully intend to cast him down from his lofty perch; they delight in lies; with their mouths they bless, but inwardly they curse. Selah
16086	27	62	6	62	5	Rest in God alone, O my soul, for my hope comes from Him.
16087	27	62	7	62	6	He alone is my rock and my salvation; He is my fortress; I will not be shaken.
16088	27	62	8	62	7	My salvation and my honor rest on God, my strong rock; my refuge is in God.
16089	27	62	9	62	8	Trust in Him at all times, O people; pour out your hearts before Him. God is our refuge. Selah
16090	27	62	10	62	9	Lowborn men are but a vapor, the exalted but a lie. Weighed on the scale, they go up; together they are but a vapor.
16091	27	62	11	62	10	Place no trust in extortion, or false hope in stolen goods. If your riches increase, do not set your heart upon them.
16092	27	62	12	62	11	God has spoken once; I have heard this twice: that power belongs to God,
16093	27	62	13	62	12	and loving devotion to You, O Lord. For You will repay each man according to his deeds.
16094	27	63	1	63	0	A Psalm of David, when he was in the Wilderness of Judah.
16095	27	63	2	63	1	O God, You are my God. Earnestly I seek You; my soul thirsts for You. My body yearns for You in a dry and weary land without water.
16096	27	63	3	63	2	So I have seen You in the sanctuary and beheld Your power and glory.
16097	27	63	4	63	3	Because Your loving devotion is better than life, my lips will glorify You.
16098	27	63	5	63	4	So I will bless You as long as I live; in Your name I will lift my hands.
16099	27	63	6	63	5	My soul is satisfied as with the richest of foods; with joyful lips my mouth will praise You.
16100	27	63	7	63	6	When I remember You on my bed, I think of You through the watches of the night.
16101	27	63	8	63	7	For You are my help; I will sing for joy in the shadow of Your wings.
16102	27	63	9	63	8	My soul clings to You; Your right hand upholds me.
16103	27	63	10	63	9	But those who seek my life to destroy it will go into the depths of the earth.
16104	27	63	11	63	10	They will fall to the power of the sword; they will become a portion for foxes.
16105	27	63	12	63	11	But the king will rejoice in God; all who swear by Him will exult, for the mouths of liars will be shut.
16106	27	64	1	64	0	For the choirmaster. A Psalm of David. 
16107	27	64	2	64	1	Hear, O God, my voice of complaint; preserve my life from dread of the enemy.
16108	27	64	3	64	2	Hide me from the scheming of the wicked, from the mob of workers of iniquity,
16109	27	64	4	64	3	who sharpen their tongues like swords and aim their bitter words like arrows,
16110	27	64	5	64	4	ambushing the innocent in seclusion, shooting suddenly, without fear.
16111	27	64	6	64	5	They hold fast to their evil purpose; they speak of hiding their snares. “Who will see them?” they say.
16112	27	64	7	64	6	They devise injustice and say, “We have perfected a secret plan.” For the inner man and the heart are mysterious.
16113	27	64	8	64	7	But God will shoot them with arrows; suddenly they will be wounded.
16114	27	64	9	64	8	They will be made to stumble, their own tongues turned against them. All who see will shake their heads.
16115	27	64	10	64	9	Then all mankind will fear and proclaim the work of God; so they will ponder what He has done.
16116	27	64	11	64	10	Let the righteous rejoice in the LORD and take refuge in Him; let all the upright in heart exult.
16117	27	65	1	65	0	For the choirmaster. A Psalm of David. A song. 
16118	27	65	2	65	1	Praise awaits You, O God, in Zion; to You our vows will be fulfilled.
16119	27	65	3	65	2	O You who listen to prayer, all people will come to You.
16120	27	65	4	65	3	When iniquities prevail against me, You atone for our transgressions.
16121	27	65	5	65	4	Blessed is the one You choose and bring near to dwell in Your courts! We are filled with the goodness of Your house, the holiness of Your temple.
16122	27	65	6	65	5	With awesome deeds of righteousness You answer us, O God of our salvation, the hope of all the ends of the earth and of the farthest seas.
16123	27	65	7	65	6	You formed the mountains by Your power, having girded Yourself with might.
16124	27	65	8	65	7	You stilled the roaring of the seas, the pounding of their waves, and the tumult of the nations.
16125	27	65	9	65	8	Those who live far away fear Your wonders; You make the dawn and sunset shout for joy.
16126	27	65	10	65	9	You attend to the earth and water it; with abundance You enrich it. The streams of God are full of water, for You prepare our grain by providing for the earth.
16127	27	65	11	65	10	You soak its furrows and level its ridges; You soften it with showers and bless its growth.
16128	27	65	12	65	11	You crown the year with Your bounty, and Your paths overflow with plenty.
16129	27	65	13	65	12	The pastures of the wilderness overflow; the hills are robed with joy.
16130	27	65	14	65	13	The pastures are clothed with flocks, and the valleys are decked with grain. They shout in triumph; indeed, they sing.
16131	27	66	1	66	1	For the choirmaster. A song. A Psalm. Make a joyful noise to God, all the earth!
16132	27	66	2	66	2	Sing the glory of His name; make His praise glorious.
16133	27	66	3	66	3	Say to God, “How awesome are Your deeds! So great is Your power that Your enemies cower before You.
16134	27	66	4	66	4	All the earth bows down to You; they sing praise to You; they sing praise to Your name.” Selah
16135	27	66	5	66	5	Come and see the works of God; how awesome are His deeds toward mankind.
16136	27	66	6	66	6	He turned the sea into dry land; they passed through the waters on foot; there we rejoiced in Him.
16137	27	66	7	66	7	He rules forever by His power; His eyes watch the nations. Do not let the rebellious exalt themselves. Selah
16138	27	66	8	66	8	Praise our God, O peoples; let the sound of His praise be heard.
16139	27	66	9	66	9	He preserves our lives and keeps our feet from slipping.
16140	27	66	10	66	10	For You, O God, have tested us; You have refined us like silver.
16141	27	66	11	66	11	You led us into the net; You laid burdens on our backs.
16142	27	66	12	66	12	You let men ride over our heads; we went through fire and water, but You brought us into abundance.
16143	27	66	13	66	13	I will enter Your house with burnt offerings; I will fulfill my vows to You—
16144	27	66	14	66	14	the vows that my lips promised and my mouth spoke in my distress.
16145	27	66	15	66	15	I will offer You fatlings as burnt offerings, with the fragrant smoke of rams; I will offer bulls and goats. Selah
16146	27	66	16	66	16	Come and listen, all you who fear God, and I will declare what He has done for me.
16147	27	66	17	66	17	I cried out to Him with my mouth and praised Him with my tongue.
16148	27	66	18	66	18	If I had cherished iniquity in my heart, the Lord would not have listened.
16149	27	66	19	66	19	But God has surely heard; He has attended to the sound of my prayer.
16150	27	66	20	66	20	Blessed be God, who has not rejected my prayer or withheld from me His loving devotion!
16151	27	67	1	67	0	For the choirmaster. With stringed instruments. A Psalm. A song. 
16152	27	67	2	67	1	May God be gracious to us and bless us, and cause His face to shine upon us, Selah
16153	27	67	3	67	2	that Your ways may be known on earth, Your salvation among all nations.
16154	27	67	4	67	3	Let the peoples praise You, O God; let all the peoples praise You.
16155	27	67	5	67	4	Let the nations be glad and sing for joy, for You judge the peoples justly and lead the nations of the earth. Selah
16156	27	67	6	67	5	Let the peoples praise You, O God; let all the peoples praise You.
16157	27	67	7	67	6	The earth has yielded its harvest; God, our God, blesses us.
16158	27	67	8	67	7	God blesses us, that all the ends of the earth shall fear Him.
16159	27	68	1	68	0	For the choirmaster. A Psalm of David. A song. 
16160	27	68	2	68	1	God arises. His enemies are scattered, and those who hate Him flee His presence.
16161	27	68	3	68	2	As smoke is blown away, You will drive them out; as wax melts before the fire, the wicked will perish in the presence of God.
16162	27	68	4	68	3	But the righteous will be glad and rejoice before God; they will celebrate with joy.
16163	27	68	5	68	4	Sing to God! Sing praises to His name. Exalt Him who rides on the clouds—His name is the LORD—and rejoice before Him.
16164	27	68	6	68	5	A father of the fatherless, and a defender of the widows, is God in His holy habitation.
16165	27	68	7	68	6	God settles the lonely in families; He leads the prisoners out to prosperity, but the rebellious dwell in a sun-scorched land.
16166	27	68	8	68	7	O God, when You went out before Your people, when You marched through the wasteland, Selah
16167	27	68	9	68	8	the earth shook and the heavens poured down rain before God, the One on Sinai, before God, the God of Israel.
16168	27	68	10	68	9	You sent abundant rain, O God; You refreshed Your weary inheritance.
16169	27	68	11	68	10	Your flock settled therein; O God, from Your bounty You provided for the poor.
16170	27	68	12	68	11	The Lord gives the command; a great company of women proclaim it:
16171	27	68	13	68	12	“Kings and their armies flee in haste; she who waits at home divides the plunder.
16172	27	68	14	68	13	Though you lie down among the sheepfolds, the wings of the dove are covered with silver, and her feathers with shimmering gold.”
16173	27	68	15	68	14	When the Almighty scattered the kings in the land, it was like the snow falling on Zalmon.
16174	27	68	16	68	15	A mountain of God is Mount Bashan; a mountain of many peaks is Mount Bashan.
16175	27	68	17	68	16	Why do you gaze in envy, O mountains of many peaks? This is the mountain God chose for His dwelling, where the LORD will surely dwell forever.
16176	27	68	18	68	17	The chariots of God are tens of thousands—thousands of thousands are they; the Lord is in His sanctuary as He was at Sinai.
16177	27	68	19	68	18	You have ascended on high; You have led captives away. You have received gifts from men, even from the rebellious, that the LORD God may dwell there.
16178	27	68	20	68	19	Blessed be the Lord, who daily bears our burden, the God of our salvation. Selah
16179	27	68	21	68	20	Our God is a God of deliverance; the Lord GOD is our rescuer from death.
16180	27	68	22	68	21	Surely God will crush the heads of His enemies, the hairy crowns of those who persist in guilty ways.
16181	27	68	23	68	22	The Lord said, “I will retrieve them from Bashan, I will bring them up from the depths of the sea,
16182	27	68	24	68	23	that your foot may be dipped in the blood of your foes—the tongues of your dogs in the same.”
16183	27	68	25	68	24	They have seen Your procession, O God—the march of my God and King into the sanctuary.
16184	27	68	26	68	25	The singers lead the way, the musicians follow after, among the maidens playing tambourines.
16185	27	68	27	68	26	Bless God in the great congregation; bless the Lord from the fountain of Israel.
16186	27	68	28	68	27	There is Benjamin, the youngest, ruling them, the princes of Judah in their company, the princes of Zebulun and of Naphtali.
16187	27	68	29	68	28	Summon Your power, O God; show Your strength, O God, which You have exerted on our behalf.
16188	27	68	30	68	29	Because of Your temple at Jerusalem kings will bring You gifts.
16189	27	68	31	68	30	Rebuke the beast in the reeds, the herd of bulls among the calves of the nations, until it submits, bringing bars of silver. Scatter the nations who delight in war.
16190	27	68	32	68	31	Envoys will arrive from Egypt; Cush will stretch out her hands to God.
16191	27	68	33	68	32	Sing to God, O kingdoms of the earth; sing praises to the Lord—Selah
16192	27	68	34	68	33	to Him who rides upon the highest heavens of old; behold, His mighty voice resounds.
16193	27	68	35	68	34	Ascribe the power to God, whose majesty is over Israel, whose strength is in the skies.
16194	27	68	36	68	35	O God, You are awesome in Your sanctuary; the God of Israel Himself gives strength and power to His people. Blessed be God!
16195	27	69	1	69	0	For the choirmaster. To the tune of “Lilies.” Of David. 
16196	27	69	2	69	1	Save me, O God, for the waters are up to my neck.
16197	27	69	3	69	2	I have sunk into the miry depths, where there is no footing; I have drifted into deep waters, where the flood engulfs me.
16198	27	69	4	69	3	I am weary from my crying; my throat is parched. My eyes fail, looking for my God.
16199	27	69	5	69	4	Those who hate me without cause outnumber the hairs of my head; many are those who would destroy me—my enemies for no reason. Though I did not steal, I must repay.
16200	27	69	6	69	5	You know my folly, O God, and my guilt is not hidden from You.
16201	27	69	7	69	6	May those who hope in You not be ashamed through me, O Lord GOD of Hosts; may those who seek You not be dishonored through me, O God of Israel.
16202	27	69	8	69	7	For I have endured scorn for Your sake, and shame has covered my face.
16203	27	69	9	69	8	I have become a stranger to my brothers and a foreigner to my mother’s sons,
16204	27	69	10	69	9	because zeal for Your house has consumed me, and the insults of those who insult You have fallen on me.
16205	27	69	11	69	10	I wept and fasted, but it brought me reproach.
16206	27	69	12	69	11	I made sackcloth my clothing, and I was sport to them.
16207	27	69	13	69	12	Those who sit at the gate mock me, and I am the song of drunkards.
16208	27	69	14	69	13	But my prayer to You, O LORD, is for a time of favor. In Your abundant loving devotion, O God, answer me with Your sure salvation.
16209	27	69	15	69	14	Rescue me from the mire and do not let me sink; deliver me from my foes and out of the deep waters.
16210	27	69	16	69	15	Do not let the floods engulf me or the depths swallow me up; let not the Pit close its mouth over me.
16211	27	69	17	69	16	Answer me, O LORD, for Your loving devotion is good; turn to me in keeping with Your great compassion.
16212	27	69	18	69	17	Hide not Your face from Your servant, for I am in distress. Answer me quickly!
16213	27	69	19	69	18	Draw near to my soul and redeem me; ransom me because of my foes.
16214	27	69	20	69	19	You know my reproach, my shame and disgrace. All my adversaries are before You.
16215	27	69	21	69	20	Insults have broken my heart, and I am in despair. I looked for sympathy, but there was none, for comforters, but I found no one.
16216	27	69	22	69	21	They poisoned my food with gall and gave me vinegar to quench my thirst.
16217	27	69	23	69	22	May their table become a snare; may it be a retribution and a trap.
16218	27	69	24	69	23	May their eyes be darkened so they cannot see, and their backs be bent forever.
16219	27	69	25	69	24	Pour out Your wrath upon them, and let Your burning anger overtake them.
16220	27	69	26	69	25	May their place be deserted; let there be no one to dwell in their tents.
16221	27	69	27	69	26	For they persecute the one You struck and recount the pain of those You wounded.
16222	27	69	28	69	27	Add iniquity to their iniquity; let them not share in Your righteousness.
16223	27	69	29	69	28	May they be blotted out of the Book of Life and not listed with the righteous.
16224	27	69	30	69	29	But I am in pain and distress; let Your salvation protect me, O God.
16225	27	69	31	69	30	I will praise God’s name in song and exalt Him with thanksgiving.
16226	27	69	32	69	31	And this will please the LORD more than an ox, more than a bull with horns and hooves.
16227	27	69	33	69	32	The humble will see and rejoice. You who seek God, let your hearts be revived!
16228	27	69	34	69	33	For the LORD listens to the needy and does not despise His captive people.
16229	27	69	35	69	34	Let heaven and earth praise Him, the seas and everything that moves in them.
16230	27	69	36	69	35	For God will save Zion and rebuild the cities of Judah, that they may dwell there and possess it.
16231	27	69	37	69	36	The descendants of His servants will inherit it, and those who love His name will settle in it.
16232	27	70	1	70	0	For the choirmaster. Of David. To bring remembrance. 
16233	27	70	2	70	1	Make haste, O God, to deliver me! Hurry, O LORD, to help me!
16234	27	70	3	70	2	May those who seek my life be ashamed and confounded; may those who wish me harm be repelled and humiliated.
16235	27	70	4	70	3	May those who say, “Aha, aha!” retreat because of their shame.
16236	27	70	5	70	4	May all who seek You rejoice and be glad in You; may those who love Your salvation ever say, “Let God be magnified!”
16237	27	70	6	70	5	I am poor and needy; hurry to me, O God. You are my help and my deliverer; O LORD, do not delay.
16238	27	71	1	71	1	In You, O LORD, I have taken refuge; let me never be put to shame.
16239	27	71	2	71	2	In Your justice, rescue and deliver me; incline Your ear and save me.
16240	27	71	3	71	3	Be my rock of refuge, where I can always go. Give the command to save me, for You are my rock and my fortress.
16241	27	71	4	71	4	Deliver me, O my God, from the hand of the wicked, from the grasp of the unjust and ruthless.
16242	27	71	5	71	5	For You are my hope, O Lord GOD, my confidence from my youth.
16243	27	71	6	71	6	I have leaned on You since birth; You pulled me from my mother’s womb. My praise is always for You.
16244	27	71	7	71	7	I have become a portent to many, but You are my strong refuge.
16245	27	71	8	71	8	My mouth is filled with Your praise and with Your splendor all day long.
16246	27	71	9	71	9	Do not discard me in my old age; do not forsake me when my strength fails.
16247	27	71	10	71	10	For my enemies speak against me, and those who lie in wait for my life conspire,
16248	27	71	11	71	11	saying, “God has forsaken him; pursue him and seize him, for there is no one to rescue him.”
16249	27	71	12	71	12	Be not far from me, O God. Hurry, O my God, to help me.
16250	27	71	13	71	13	May the accusers of my soul be ashamed and consumed; may those who seek my harm be covered with scorn and disgrace.
16251	27	71	14	71	14	But I will always hope and will praise You more and more.
16252	27	71	15	71	15	My mouth will declare Your righteousness and Your salvation all day long, though I cannot know their full measure.
16253	27	71	16	71	16	I will enter in the strength of the Lord GOD; I will proclaim Your righteousness—Yours alone.
16254	27	71	17	71	17	O God, You have taught me from my youth, and to this day I proclaim Your marvelous deeds.
16255	27	71	18	71	18	Even when I am old and gray, do not forsake me, O God, until I proclaim Your power to the next generation, Your might to all who are to come.
16256	27	71	19	71	19	Your righteousness reaches to the heavens, O God, You who have done great things. Who, O God, is like You?
16257	27	71	20	71	20	Though You have shown me many troubles and misfortunes, You will revive me once again. Even from the depths of the earth You will bring me back up.
16258	27	71	21	71	21	You will increase my honor and comfort me once again.
16259	27	71	22	71	22	So I will praise You with the harp for Your faithfulness, O my God; I will sing praise to You with the lyre, O Holy One of Israel.
16260	27	71	23	71	23	My lips will shout for joy when I sing praise to You, along with my soul, which You have redeemed.
16261	27	71	24	71	24	My tongue will indeed proclaim Your righteousness all day long, for those who seek my harm are disgraced and confounded.
16262	27	72	1	72	1	Of Solomon. Endow the king with Your justice, O God, and the son of the king with Your righteousness.
16263	27	72	2	72	2	May he judge Your people with righteousness and Your afflicted with justice.
16264	27	72	3	72	3	May the mountains bring peace to the people, and the hills bring righteousness.
16265	27	72	4	72	4	May he vindicate the afflicted among the people; may he save the children of the needy and crush the oppressor.
16266	27	72	5	72	5	May they fear him as long as the sun shines, as long as the moon remains, through all generations.
16267	27	72	6	72	6	May he be like rain that falls on freshly cut grass, like spring showers that water the earth.
16268	27	72	7	72	7	May the righteous flourish in his days and prosperity abound, until the moon is no more.
16269	27	72	8	72	8	May he rule from sea to sea, and from the Euphrates to the ends of the earth.
16270	27	72	9	72	9	May the nomads bow before him, and his enemies lick the dust.
16271	27	72	10	72	10	May the kings of Tarshish and distant shores bring tribute; may the kings of Sheba and Seba offer gifts.
16272	27	72	11	72	11	May all kings bow down to him and all nations serve him.
16273	27	72	12	72	12	For he will deliver the needy who cry out and the afflicted who have no helper.
16274	27	72	13	72	13	He will take pity on the poor and needy and save the lives of the oppressed.
16275	27	72	14	72	14	He will redeem them from oppression and violence, for their blood is precious in his sight.
16276	27	72	15	72	15	Long may he live! May gold from Sheba be given him. May people ever pray for him; may they bless him all day long.
16277	27	72	16	72	16	May there be an abundance of grain in the land; may it sway atop the hills. May its fruit trees flourish like the forests of Lebanon, and its people like the grass of the field.
16278	27	72	17	72	17	May his name endure forever; may his name continue as long as the sun shines. In him may all nations be blessed; may they call him blessed.
16279	27	72	18	72	18	Blessed be the LORD God, the God of Israel, who alone does marvelous deeds.
16280	27	72	19	72	19	And blessed be His glorious name forever; may all the earth be filled with His glory. Amen and amen.
16281	27	72	20	72	20	Thus conclude the prayers of David son of Jesse.
16282	27	73	1	73	1	A Psalm of Asaph. Surely God is good to Israel, to those who are pure in heart.
16283	27	73	2	73	2	But as for me, my feet had almost stumbled; my steps had nearly slipped.
16284	27	73	3	73	3	For I envied the arrogant when I saw the prosperity of the wicked.
16285	27	73	4	73	4	They have no struggle in their death; their bodies are well-fed.
16286	27	73	5	73	5	They are free of the burdens others carry; they are not afflicted like other men.
16287	27	73	6	73	6	Therefore pride is their necklace; a garment of violence covers them.
16288	27	73	7	73	7	From their prosperity proceeds iniquity; the imaginations of their hearts run wild.
16289	27	73	8	73	8	They mock and speak with malice; with arrogance they threaten oppression.
16290	27	73	9	73	9	They set their mouths against the heavens, and their tongues strut across the earth.
16291	27	73	10	73	10	So their people return to this place and drink up waters in abundance.
16292	27	73	11	73	11	The wicked say, “How can God know? Does the Most High have knowledge?”
16293	27	73	12	73	12	Behold, these are the wicked—always carefree as they increase their wealth.
16294	27	73	13	73	13	Surely in vain I have kept my heart pure; in innocence I have washed my hands.
16295	27	73	14	73	14	For I am afflicted all day long and punished every morning.
16296	27	73	15	73	15	If I had said, “I will speak this way,” then I would have betrayed Your children.
16297	27	73	16	73	16	When I tried to understand all this, it was troublesome in my sight
16298	27	73	17	73	17	until I entered God’s sanctuary; then I discerned their end.
16299	27	73	18	73	18	Surely You set them on slick ground; You cast them down into ruin.
16300	27	73	19	73	19	How suddenly they are laid waste, completely swept away by terrors!
16301	27	73	20	73	20	Like one waking from a dream, so You, O Lord, awaken and despise their form.
16302	27	73	21	73	21	When my heart was grieved and I was pierced within,
16303	27	73	22	73	22	I was senseless and ignorant; I was a brute beast before You.
16304	27	73	23	73	23	Yet I am always with You; You hold my right hand.
16305	27	73	24	73	24	You guide me with Your counsel, and later receive me in glory.
16306	27	73	25	73	25	Whom have I in heaven but You? And on earth I desire no one besides You.
16307	27	73	26	73	26	My flesh and my heart may fail, but God is the strength of my heart and my portion forever.
16308	27	73	27	73	27	Those far from You will surely perish; You destroy all who are unfaithful to You.
16309	27	73	28	73	28	But as for me, it is good to draw near to God. I have made the Lord GOD my refuge, that I may proclaim all Your works.
16310	27	74	1	74	1	A Maskil of Asaph. Why have You rejected us forever, O God? Why does Your anger smolder against the sheep of Your pasture?
16311	27	74	2	74	2	Remember Your congregation, which You purchased long ago and redeemed as the tribe of Your inheritance—Mount Zion where You dwell.
16312	27	74	3	74	3	Turn Your steps to the everlasting ruins, to everything in the sanctuary the enemy has destroyed.
16313	27	74	4	74	4	Your foes have roared within Your meeting place; they have unfurled their banners as signs,
16314	27	74	5	74	5	like men wielding axes in a thicket of trees
16315	27	74	6	74	6	and smashing all the carved work with hatchets and picks.
16316	27	74	7	74	7	They have burned Your sanctuary to the ground; they have defiled the dwelling place of Your Name.
16317	27	74	8	74	8	They said in their hearts, “We will crush them completely.” They burned down every place where God met us in the land.
16318	27	74	9	74	9	There are no signs for us to see. There is no longer any prophet. And none of us knows how long this will last.
16319	27	74	10	74	10	How long, O God, will the enemy taunt You? Will the foe revile Your name forever?
16320	27	74	11	74	11	Why do You withdraw Your strong right hand? Stretch it out to destroy them!
16321	27	74	12	74	12	Yet God is my King from ancient times, working salvation on the earth.
16322	27	74	13	74	13	You divided the sea by Your strength; You smashed the heads of the dragons of the sea;
16323	27	74	14	74	14	You crushed the heads of Leviathan; You fed him to the creatures of the desert.
